query_id,subject_id,dN,dS,dNdS
lcl|NC_000001.11_cds_NP_001108072.1_1186,lcl|NC_000070.6_cds_NP_001020779.1_18384,0.01309,0.1926,0.06799
lcl|NC_000001.11_cds_NP_001108220.1_206,lcl|NC_000070.6_cds_NP_001094976.1_19166,0.01095,0.1983,0.05523
lcl|NC_000001.11_cds_NP_001108585.2_10413,lcl|NC_000067.6_cds_XP_006496880.1_4411,0.007918,0.3325,0.02381
lcl|NC_000001.11_cds_NP_001116291.1_1455,lcl|NC_000070.6_cds_NP_034753.1_18258,0.1119,0.5648,0.1981
lcl|NC_000001.11_cds_NP_001116307.2_10728,lcl|NC_000074.6_cds_XP_006531031.1_37930,0.02427,0.74,0.0328
lcl|NC_000001.11_cds_NP_001116437.1_6884,lcl|NC_000069.6_cds_NP_033126.2_12806,0.2705,0.601,0.4501
lcl|NC_000001.11_cds_NP_001116867.1_3167,lcl|NC_000070.6_cds_NP_694745.1_17190,0.02003,0.4949,0.04048
lcl|NC_000001.11_cds_NP_001117.2_11084,lcl|NC_000067.6_cds_NP_031448.2_4293,0.01557,0.3248,0.04795
lcl|NC_000001.11_cds_NP_001119712.1_464,lcl|NC_000070.6_cds_NP_001119802.1_18993,0.0397,0.5182,0.07662
lcl|NC_000001.11_cds_NP_001119809.1_6819,lcl|NC_000069.6_cds_NP_001280657.1_12867,0.05934,0.3697,0.1605
lcl|NC_000001.11_cds_NP_001120645.1_7858,lcl|NC_000067.6_cds_NP_444429.1_4125,0.0198,0.4798,0.04126
lcl|NC_000001.11_cds_NP_001121093.1_1725,lcl|NC_000070.6_cds_XP_006539282.1_18092,0.02902,0.4203,0.06903
lcl|NC_000001.11_cds_NP_001121182.2_9078,lcl|NC_000067.6_cds_XP_006530029.1_3346,0.1432,0.5725,0.2501
lcl|NC_000001.11_cds_NP_001123995.1_5961,lcl|NC_000069.6_cds_XP_006501461.1_13273,0.01005,0.2367,0.04246
lcl|NC_000001.11_cds_NP_001124396.2_749,lcl|NC_000070.6_cds_NP_001271199.1_18759,0.095,0.515,0.1845
lcl|NC_000001.11_cds_NP_001124429.1_11093,lcl|NC_000067.6_cds_XP_006497146.1_4294,0.3841,0.741,0.5184
lcl|NC_000001.11_cds_NP_001127874.1_5615,lcl|NC_000069.6_cds_XP_006502190.1_13527,0.05775,0.3358,0.172
lcl|NC_000001.11_cds_NP_001128136.1_4862,lcl|NC_000069.6_cds_XP_011238568.1_14322,0.02794,0.3613,0.07732
lcl|NC_000001.11_cds_NP_001128145.1_4254,lcl|NC_000070.6_cds_NP_035035.1_16317,0.004994,0.227,0.022
lcl|NC_000001.11_cds_NP_001128206.1_2588,lcl|NC_000070.6_cds_NP_001128205.1_17525,0.1647,0.4647,0.3544
lcl|NC_000001.11_cds_NP_001128522.1_7904,lcl|NC_000067.6_cds_XP_006497119.1_4095,0.07065,0.4208,0.1679
lcl|NC_000001.11_cds_NP_001128712.1_8242,lcl|NC_000067.6_cds_XP_011237156.1_3933,0.149,0.5032,0.2961
lcl|NC_000001.11_cds_NP_001128726.1_1298,lcl|NC_000070.6_cds_XP_006538692.1_18338,0.01052,0.4853,0.02168
lcl|NC_000001.11_cds_NP_001129071.1_10225,lcl|NC_000067.6_cds_XP_006497198.1_4524,0.01989,0.4258,0.0467
lcl|NC_000001.11_cds_NP_001129082.1_1018,lcl|NC_000070.6_cds_XP_011248477.1_18472,0.04942,0.2834,0.1744
lcl|NC_000001.11_cds_NP_001129109.1_6745,lcl|NC_000069.6_cds_XP_017174974.1_12905,0.04378,0.528,0.0829
lcl|NC_000001.11_cds_NP_001129125.1_2904,lcl|NC_000070.6_cds_NP_570951.2_17321,0.01168,0.4077,0.02864
lcl|NC_000001.11_cds_NP_001129126.1_2903,lcl|NC_000070.6_cds_XP_006503085.1_17322,0.0122,0.434,0.02811
lcl|NC_000001.11_cds_NP_001129472.1_8796,lcl|NC_000067.6_cds_XP_006496683.1_3561,0.03203,0.3799,0.08433
lcl|NC_000001.11_cds_NP_001129579.1_8488,lcl|NC_000067.6_cds_NP_001137428.1_3761,0.03254,0.3464,0.09393
lcl|NC_000001.11_cds_NP_001129599.1_8570,lcl|NC_000067.6_cds_NP_766234.1_3709,0.01011,0.5028,0.02011
lcl|NC_000001.11_cds_NP_001129610.1_10091,lcl|NC_000067.6_cds_XP_006497235.1_4592,0.1328,0.6401,0.2075
lcl|NC_000001.11_cds_NP_001129737.1_1307,lcl|NC_000070.6_cds_NP_001192102.1_18329,0.01386,0.2934,0.04725
lcl|NC_000001.11_cds_NP_001129980.1_3849,lcl|NC_000070.6_cds_NP_080567.1_16745,0.2767,0.5332,0.5189
lcl|NC_000001.11_cds_NP_001131141.1_8924,lcl|NC_000067.6_cds_NP_001230152.1_3446,0.199,0.6047,0.329
lcl|NC_000001.11_cds_NP_001135445.1_1237,lcl|NC_000070.6_cds_NP_083373.2_18365,0.08005,0.4489,0.1783
lcl|NC_000001.11_cds_NP_001136022.1_5533,lcl|NC_000069.6_cds_XP_011238611.1_13565,0.0238,0.386,0.06167
lcl|NC_000001.11_cds_NP_001136061.1_3048,lcl|NC_000070.6_cds_NP_001264024.1_17256,0.003252,0.3144,0.01035
lcl|NC_000001.11_cds_NP_001136198.1_2827,lcl|NC_000070.6_cds_NP_001136199.1_17366,0.06384,0.3872,0.1649
lcl|NC_000001.11_cds_NP_001136254.1_5875,lcl|NC_000069.6_cds_NP_001152826.1_13347,0.07444,0.3742,0.1989
lcl|NC_000001.11_cds_NP_001137386.1_2067,lcl|NC_000070.6_cds_NP_001157264.1_17864,0.008873,0.4427,0.02004
lcl|NC_000001.11_cds_NP_001137434.1_10373,lcl|NC_000067.6_cds_NP_570960.2_4450,0.09461,0.5118,0.1849
lcl|NC_000001.11_cds_NP_001138246.1_3822,lcl|NC_000070.6_cds_XP_017175481.1_16762,0.001238,0.2627,0.004711
lcl|NC_000001.11_cds_NP_001138247.2_3818,lcl|NC_000070.6_cds_XP_006502862.1_16760,0.001183,0.2538,0.004659
lcl|NC_000001.11_cds_NP_001138304.1_3852,lcl|NC_000070.6_cds_XP_006503060.1_16737,0.0364,0.4071,0.08941
lcl|NC_000001.11_cds_NP_001138409.1_5509,lcl|NC_000069.6_cds_NP_796065.2_13589,0.07899,0.5143,0.1536
lcl|NC_000001.11_cds_NP_001138428.1_6848,lcl|NC_000069.6_cds_XP_011238492.1_12843,0.1469,0.7654,0.192
lcl|NC_000001.11_cds_NP_001138821.1_3583,lcl|NC_000070.6_cds_XP_006502874.1_16937,0.03133,0.4137,0.07574
lcl|NC_000001.11_cds_NP_001138887.1_6640,lcl|NC_000069.6_cds_NP_001157114.1_12971,0.03738,0.3876,0.09644
lcl|NC_000001.11_cds_NP_001138946.1_3688,lcl|NC_000070.6_cds_NP_083472.1_16875,0.1822,0.4093,0.4451
lcl|NC_000001.11_cds_NP_001138983.1_4249,lcl|NC_000070.6_cds_XP_006502905.1_16314,0.005071,0.2315,0.02191
lcl|NC_000001.11_cds_NP_001139108.1_3435,lcl|NC_000070.6_cds_XP_006503270.1_17009,0.1364,0.4883,0.2794
lcl|NC_000001.11_cds_NP_001139130.1_1559,lcl|NC_000070.6_cds_NP_001074624.1_18190,0.0259,0.4492,0.05764
lcl|NC_000001.11_cds_NP_001139192.1_2449,lcl|NT_187023.1_cds_NP_705769.2_78086,0.09089,0.6814,0.1334
lcl|NC_000001.11_cds_NP_001139334.1_6489,lcl|NC_000069.6_cds_NP_852074.2_13068,0.07434,0.4407,0.1687
lcl|NC_000001.11_cds_NP_001139663.1_8364,lcl|NC_000067.6_cds_XP_006497037.1_3831,0.1083,0.4774,0.2268
lcl|NC_000001.11_cds_NP_001139734.1_9911,lcl|NC_000067.6_cds_NP_001288299.1_4677,0.0314,0.416,0.07546
lcl|NC_000001.11_cds_NP_001140157.1_192,lcl|NC_000070.6_cds_NP_001028566.2_19171,0.1658,0.6984,0.2373
lcl|NC_000001.11_cds_NP_001152862.1_10600,lcl|NC_000077.6_cds_NP_032219.2_47530,0.07226,0.6318,0.1144
lcl|NC_000001.11_cds_NP_001152960.1_7755,lcl|NC_000069.6_cds_XP_006502432.1_12241,0.5097,1.104,0.4615
lcl|NC_000001.11_cds_NP_001153441.1_3878,lcl|NC_000070.6_cds_NP_001153436.1_16734,0.07027,0.3372,0.2084
lcl|NC_000001.11_cds_NP_001153797.1_7821,lcl|NC_000067.6_cds_NP_666972.2_4208,0.0516,0.5124,0.1007
lcl|NC_000001.11_cds_NP_001155180.1_2476,lcl|NC_000070.6_cds_XP_006503437.1_17597,0.1357,0.615,0.2206
lcl|NC_000001.11_cds_NP_001155855.1_7455,lcl|NC_000069.6_cds_NP_032513.3_12408,0.06193,0.5377,0.1152
lcl|NC_000001.11_cds_NP_001156002.1_2737,lcl|NC_000070.6_cds_XP_017175847.1_17435,0.2942,0.6614,0.4448
lcl|NC_000001.11_cds_NP_001157101.1_8504,lcl|NC_000067.6_cds_NP_084347.1_3754,0.2821,0.6336,0.4453
lcl|NC_000001.11_cds_NP_001157945.1_5227,lcl|NC_000069.6_cds_NP_001108137.1_13752,0.01192,0.3012,0.03958
lcl|NC_000001.11_cds_NP_001158024.1_10788,lcl|NC_000074.6_cds_XP_017168323.1_37958,0.3988,0.8194,0.4867
lcl|NC_000001.11_cds_NP_001158195.1_2113,lcl|NC_000070.6_cds_NP_001074680.1_17845,0.1181,0.5545,0.2129
lcl|NC_000001.11_cds_NP_001158229.1_8235,lcl|NC_000067.6_cds_NP_001103455.1_3936,0.02033,0.3963,0.05129
lcl|NC_000001.11_cds_NP_001160060.1_3475,lcl|NC_000070.6_cds_NP_780344.2_16982,0.04396,0.3997,0.11
lcl|NC_000001.11_cds_NP_001160096.1_9188,lcl|NC_000067.6_cds_XP_003085377.1_3280,0.3689,0.7101,0.5195
lcl|NC_000001.11_cds_NP_001161148.1_2439,lcl|NT_187023.1_cds_NP_001078960.1_78089,0.0822,0.2469,0.3329
lcl|NC_000001.11_cds_NP_001161212.1_11137,lcl|NC_000067.6_cds_NP_081464.1_4324,0.03045,0.6236,0.04883
lcl|NC_000001.11_cds_NP_001161708.1_8790,lcl|NC_000067.6_cds_XP_006496679.1_3557,0.02814,0.3432,0.082
lcl|NC_000001.11_cds_NP_001161709.1_8791,lcl|NC_000067.6_cds_XP_011237040.1_3555,0.02589,0.3569,0.07253
lcl|NC_000001.11_cds_NP_001161710.1_8789,lcl|NC_000067.6_cds_XP_006496684.1_3558,0.02642,0.3651,0.07236
lcl|NC_000001.11_cds_NP_001161711.1_8794,lcl|NC_000067.6_cds_XP_006496685.1_3563,0.03271,0.3889,0.08412
lcl|NC_000001.11_cds_NP_001164006.1_204,lcl|NC_000070.6_cds_NP_849534.2_19167,0.04722,0.7725,0.06113
lcl|NC_000001.11_cds_NP_001164157.1_227,lcl|NC_000070.6_cds_NP_001243036.1_19149,0.04014,0.6141,0.06535
lcl|NC_000001.11_cds_NP_001164194.1_8774,lcl|NC_000067.6_cds_NP_001291988.1_3588,0.2638,0.6462,0.4082
lcl|NC_000001.11_cds_NP_001164225.1_831,lcl|NC_000070.6_cds_XP_017175672.1_18689,0.3312,0.6209,0.5334
lcl|NC_000001.11_cds_NP_001165339.1_2224,lcl|NC_000070.6_cds_XP_006539145.1_17785,0.04267,0.6049,0.07054
lcl|NC_000001.11_cds_NP_001166097.1_5958,lcl|NC_000069.6_cds_XP_006501463.1_13286,0.04074,0.4715,0.0864
lcl|NC_000001.11_cds_NP_001167579.1_9523,lcl|NC_000067.6_cds_NP_001160024.1_3030,0.05323,0.3163,0.1683
lcl|NC_000001.11_cds_NP_001171695.1_4949,lcl|NC_000069.6_cds_XP_017175133.1_14241,0.1497,0.5658,0.2645
lcl|NC_000001.11_cds_NP_001171724.1_6260,lcl|NC_000069.6_cds_NP_001155860.1_13102,0.04097,0.357,0.1148
lcl|NC_000001.11_cds_NP_001171811.1_7958,lcl|NC_000067.6_cds_XP_011237049.1_4051,0.3106,0.5656,0.5491
lcl|NC_000001.11_cds_NP_001177111.1_3563,lcl|NC_000070.6_cds_NP_001033005.1_16944,0.2293,0.779,0.2944
lcl|NC_000001.11_cds_NP_001177638.1_5430,lcl|NC_000069.6_cds_XP_006501033.1_13633,0.02985,0.4597,0.06494
lcl|NC_000001.11_cds_NP_001177934.1_1745,lcl|NC_000070.6_cds_NP_001271124.1_18078,0,0.2599,0
lcl|NC_000001.11_cds_NP_001177936.1_1740,lcl|NC_000070.6_cds_NP_001271125.1_18076,0,0.4096,0
lcl|NC_000001.11_cds_NP_001180201.1_9663,lcl|NC_000067.6_cds_XP_006529420.1_2931,0.001998,0.3503,0.005705
lcl|NC_000001.11_cds_NP_001180461.1_2149,lcl|NC_000070.6_cds_NP_001075120.1_17827,0.1052,0.4413,0.2383
lcl|NC_000001.11_cds_NP_001180573.1_7938,lcl|NC_000067.6_cds_XP_006496776.2_4074,0.0604,0.5326,0.1134
lcl|NC_000001.11_cds_NP_001181867.1_6801,lcl|NC_000069.6_cds_XP_006501426.1_12882,0.03426,0.3871,0.08852
lcl|NC_000001.11_cds_NP_001181915.1_3756,lcl|NC_000070.6_cds_NP_001079018.1_16824,0.0537,0.4988,0.1077
lcl|NC_000001.11_cds_NP_001181930.1_2266,lcl|NC_000070.6_cds_XP_006538737.1_17756,0.02376,0.469,0.05066
lcl|NC_000001.11_cds_NP_001182085.1_2610,lcl|NC_000070.6_cds_NP_001092789.1_17511,0.2728,0.4545,0.6002
lcl|NC_000001.11_cds_NP_001182119.1_8634,lcl|NC_000067.6_cds_NP_001182118.1_3687,0.2467,0.5822,0.4237
lcl|NC_000001.11_cds_NP_001182144.1_9230,lcl|NC_000067.6_cds_XP_006529779.1_3254,0.07787,0.4602,0.1692
lcl|NC_000001.11_cds_NP_001182492.1_630,lcl|NC_000070.6_cds_NP_001182494.1_18863,0,0.03031,0
lcl|NC_000001.11_cds_NP_001182500.1_6937,lcl|NC_000069.6_cds_NP_780633.1_12747,0.1099,0.4761,0.2309
lcl|NC_000001.11_cds_NP_001182613.1_5103,lcl|NC_000071.6_cds_NP_035708.2_21687,0.09187,0.4945,0.1858
lcl|NC_000001.11_cds_NP_001182740.1_10990,lcl|NC_000067.6_cds_NP_001182745.1_4241,0.03339,0.4912,0.06797
lcl|NC_000001.11_cds_NP_001184254.1_6615,lcl|NC_000069.6_cds_XP_006500994.1_12978,0.04048,0.3489,0.116
lcl|NC_000001.11_cds_NP_001185618.1_4375,lcl|NC_000070.6_cds_NP_001116371.1_16401,0.1275,0.4603,0.2771
lcl|NC_000001.11_cds_NP_001185712.1_8350,lcl|NC_000067.6_cds_NP_945151.2_3852,0.03336,0.3205,0.1041
lcl|NC_000001.11_cds_NP_001185731.1_1488,lcl|NC_000070.6_cds_XP_006538858.1_18239,0.06826,0.4696,0.1454
lcl|NC_000001.11_cds_NP_001185781.1_3122,lcl|NC_000070.6_cds_XP_011238799.1_17220,0.02739,0.2835,0.09659
lcl|NC_000001.11_cds_NP_001185890.1_3999,lcl|NC_000070.6_cds_NP_081004.2_16656,0.08081,0.482,0.1677
lcl|NC_000001.11_cds_NP_001185901.1_2486,lcl|NT_187023.1_cds_NP_001272795.1_78080,0.1028,0.5224,0.1968
lcl|NC_000001.11_cds_NP_001185967.1_2294,lcl|NC_000070.6_cds_XP_006503126.1_17694,0.08766,0.5072,0.1728
lcl|NC_000001.11_cds_NP_001185979.1_9689,lcl|NC_000067.6_cds_XP_017175165.1_2904,0.3084,0.6444,0.4786
lcl|NC_000001.11_cds_NP_001186190.1_9122,lcl|NC_000067.6_cds_NP_001153338.1_3320,0.01363,0.428,0.03184
lcl|NC_000001.11_cds_NP_001186593.1_7516,lcl|NC_000069.6_cds_XP_006501985.1_12373,0.2048,0.849,0.2412
lcl|NC_000001.11_cds_NP_001186611.1_5289,lcl|NC_000069.6_cds_XP_011238498.1_13719,0.1422,0.3354,0.4239
lcl|NC_000001.11_cds_NP_001186620.1_5285,lcl|NC_000069.6_cds_XP_017175330.1_13727,0.1662,0.5973,0.2782
lcl|NC_000001.11_cds_NP_001186791.1_535,lcl|NC_000070.6_cds_XP_011248499.1_18960,0.09825,0.5966,0.1647
lcl|NC_000001.11_cds_NP_001188474.1_5693,lcl|NC_000069.6_cds_NP_001039272.1_13465,0.0257,0.369,0.06964
lcl|NC_000001.11_cds_NP_001189787.1_6580,lcl|NC_000069.6_cds_XP_011238310.1_13010,0.1924,0.4396,0.4377
lcl|NC_000001.11_cds_NP_001191017.1_1371,lcl|NC_000070.6_cds_XP_006538689.1_18309,0.03125,0.4015,0.07782
lcl|NC_000001.11_cds_NP_001191120.1_466,lcl|NC_000070.6_cds_NP_001119803.1_18992,0.03259,0.5269,0.06185
lcl|NC_000001.11_cds_NP_001191214.1_7260,lcl|NC_000069.6_cds_NP_038633.1_12489,0.2634,0.7148,0.3685
lcl|NC_000001.11_cds_NP_001192181.1_45,lcl|NC_000070.6_cds_NP_001207428.1_19236,0.1497,0.823,0.1819
lcl|NC_000001.11_cds_NP_001193469.1_1359,lcl|NC_000070.6_cds_NP_001032850.1_18312,0.006404,0.2997,0.02136
lcl|NC_000001.11_cds_NP_001193541.1_6991,lcl|NC_000069.6_cds_NP_001280705.1_12694,0.00405,0.09591,0.04223
lcl|NC_000001.11_cds_NP_001193581.1_4976,lcl|NC_000069.6_cds_NP_001268966.1_14206,0.02464,0.3402,0.07243
lcl|NC_000001.11_cds_NP_001206.2_722,lcl|NC_000070.6_cds_NP_033932.2_18785,0.3699,0.8317,0.4447
lcl|NC_000001.11_cds_NP_001220.2_1105,lcl|NC_000070.6_cds_NP_056548.2_18443,0.1338,0.4926,0.2716
lcl|NC_000001.11_cds_NP_001222.3_7930,lcl|NC_000067.6_cds_NP_033943.2_4081,0.02459,0.3709,0.06629
lcl|NC_000001.11_cds_NP_001223.2_5993,lcl|NC_000069.6_cds_NP_033944.2_13246,0.05092,0.5609,0.09079
lcl|NC_000001.11_cds_NP_001229450.1_1653,lcl|NC_000070.6_cds_NP_080576.1_18145,0.23,0.71,0.324
lcl|NC_000001.11_cds_NP_001229588.1_208,lcl|NC_000070.6_cds_NP_848814.3_19160,0.09098,0.3153,0.2885
lcl|NC_000001.11_cds_NP_001229768.1_10603,lcl|NC_000077.6_cds_XP_006532309.1_47533,0.06875,0.7551,0.09106
lcl|NC_000001.11_cds_NP_001229787.1_4835,lcl|NC_000069.6_cds_NP_001157671.1_14328,0.01404,0.6755,0.02079
lcl|NC_000001.11_cds_NP_001229820.1_5962,lcl|NC_000069.6_cds_XP_006501460.1_13272,0.009692,0.2259,0.0429
lcl|NC_000001.11_cds_NP_001230693.1_8682,lcl|NC_000067.6_cds_XP_006496945.1_3653,0.02755,0.2946,0.09352
lcl|NC_000001.11_cds_NP_001230694.1_8674,lcl|NC_000067.6_cds_NP_001033710.1_3651,0.02063,0.2596,0.07947
lcl|NC_000001.11_cds_NP_001239032.1_9313,lcl|NC_000067.6_cds_NP_001034561.1_3199,0.02115,0.5056,0.04184
lcl|NC_000001.11_cds_NP_001243314.1_5368,lcl|NC_000069.6_cds_XP_006500923.1_13670,0.1028,0.4714,0.218
lcl|NC_000001.11_cds_NP_001243333.1_5957,lcl|NC_000069.6_cds_XP_017175113.1_13289,0.08986,0.5102,0.1761
lcl|NC_000001.11_cds_NP_001243750.1_7440,lcl|NC_000069.6_cds_XP_006501221.1_12417,0.04873,0.6811,0.07154
lcl|NC_000001.11_cds_NP_001243793.1_4369,lcl|NC_000070.6_cds_NP_001158055.1_16395,0.03486,0.5101,0.06833
lcl|NC_000001.11_cds_NP_001245213.1_11260,lcl|NC_000082.6_cds_NP_667146.1_63792,0.1066,0.7117,0.1497
lcl|NC_000001.11_cds_NP_001245240.1_10705,lcl|NC_000074.6_cds_XP_006530867.1_37920,0.03467,0.5516,0.06285
lcl|NC_000001.11_cds_NP_001246.2_3225,lcl|NC_000070.6_cds_NP_075712.2_17123,0.02798,0.4941,0.05663
lcl|NC_000001.11_cds_NP_001248339.1_5235,lcl|NC_000069.6_cds_XP_006501621.1_13749,0.07505,0.576,0.1303
lcl|NC_000001.11_cds_NP_001252521.1_574,lcl|NC_000070.6_cds_XP_006538986.1_18884,0.08581,0.5398,0.159
lcl|NC_000001.11_cds_NP_001252522.1_575,lcl|NC_000070.6_cds_NP_001272928.1_18890,0.08347,0.5195,0.1607
lcl|NC_000001.11_cds_NP_001254540.1_8400,lcl|NC_000067.6_cds_NP_001297358.1_3813,0.04485,0.4345,0.1032
lcl|NC_000001.11_cds_NP_001257530.1_9321,lcl|NC_000067.6_cds_NP_001257538.1_3194,0.1265,0.5339,0.2368
lcl|NC_000001.11_cds_NP_001257804.1_2771,lcl|NC_000070.6_cds_NP_001277630.1_17391,0.008644,0.4762,0.01815
lcl|NC_000001.11_cds_NP_001257805.1_2770,lcl|NC_000070.6_cds_NP_081586.1_17389,0.0107,0.4565,0.02344
lcl|NC_000001.11_cds_NP_001258152.2_10608,lcl|NC_000077.6_cds_NP_954603.3_47521,0.1343,0.5925,0.2266
lcl|NC_000001.11_cds_NP_001258614.1_5342,lcl|NC_000069.6_cds_XP_006501488.1_13692,0.02779,0.3773,0.07365
lcl|NC_000001.11_cds_NP_001258762.1_5744,lcl|NC_000069.6_cds_NP_001087223.1_13418,0.04306,0.4451,0.09674
lcl|NC_000001.11_cds_NP_001258798.1_1187,lcl|NC_000070.6_cds_NP_001264124.1_18383,0.01318,0.1933,0.06819
lcl|NC_000001.11_cds_NP_001258807.1_2368,lcl|NT_187023.1_cds_NP_035447.3_78105,0.02877,0.3514,0.08186
lcl|NC_000001.11_cds_NP_001258927.1_10679,lcl|NC_000074.6_cds_XP_006530836.1_37906,0.02472,0.9772,0.0253
lcl|NC_000001.11_cds_NP_001258928.1_4292,lcl|NC_000070.6_cds_NP_001277565.1_16346,0.008132,0.4668,0.01742
lcl|NC_000001.11_cds_NP_001258929.1_4289,lcl|NC_000070.6_cds_XP_006503377.1_16343,0.008231,0.477,0.01726
lcl|NC_000001.11_cds_NP_001258930.1_4288,lcl|NC_000070.6_cds_NP_080358.3_16342,0.008239,0.4765,0.01729
lcl|NC_000001.11_cds_NP_001259037.1_7539,lcl|NC_000069.6_cds_NP_001297526.1_12361,0.09832,0.601,0.1636
lcl|NC_000001.11_cds_NP_001260.1_2143,lcl|NC_000070.6_cds_NP_598639.1_17834,0.0309,0.3729,0.08287
lcl|NC_000001.11_cds_NP_001264127.1_10411,lcl|NC_000067.6_cds_XP_011237192.1_4410,0.05373,0.3132,0.1716
lcl|NC_000001.11_cds_NP_001265117.1_7059,lcl|NC_000069.6_cds_XP_006501904.1_12638,0.02095,0.2363,0.08862
lcl|NC_000001.11_cds_NP_001265118.1_7062,lcl|NC_000069.6_cds_XP_017175166.1_12636,0.003476,0.2995,0.01161
lcl|NC_000001.11_cds_NP_001265153.1_4236,lcl|NC_000070.6_cds_XP_006503539.1_16285,0.04396,0.3548,0.1239
lcl|NC_000001.11_cds_NP_001265177.1_5291,lcl|NC_000069.6_cds_NP_079913.2_13718,0.1359,0.3858,0.3523
lcl|NC_000001.11_cds_NP_001267.2_9508,lcl|NC_000067.6_cds_NP_031721.2_3064,0.1557,0.5763,0.2702
lcl|NC_000001.11_cds_NP_001267489.1_6521,lcl|NC_000069.6_cds_XP_011238495.1_13054,0.0452,0.2517,0.1796
lcl|NC_000001.11_cds_NP_001268446.1_1950,lcl|NC_000070.6_cds_XP_011248633.1_17961,0.07987,0.4058,0.1968
lcl|NC_000001.11_cds_NP_001268916.1_2356,lcl|NC_000070.6_cds_XP_017175994.1_17651,0.3336,0.6477,0.5151
lcl|NC_000001.11_cds_NP_001269091.1_1355,lcl|NC_000070.6_cds_NP_001258334.1_18313,0.007563,0.3533,0.02141
lcl|NC_000001.11_cds_NP_001269490.1_2098,lcl|NC_000070.6_cds_NP_997592.1_17847,0.02686,0.3119,0.08611
lcl|NC_000001.11_cds_NP_001269521.1_7983,lcl|NC_000067.6_cds_XP_017168068.1_4035,0.3749,0.5447,0.6883
lcl|NC_000001.11_cds_NP_001269621.1_8517,lcl|NC_000067.6_cds_XP_006496726.1_3747,0.0987,0.431,0.229
lcl|NC_000001.11_cds_NP_001269702.1_10946,lcl|NC_000067.6_cds_XP_011237111.1_4222,0.007218,0.4284,0.01685
lcl|NC_000001.11_cds_NP_001269704.1_10947,lcl|NC_000067.6_cds_XP_006496896.1_4224,0.006411,0.4179,0.01534
lcl|NC_000001.11_cds_NP_001269707.1_10938,lcl|NC_000067.6_cds_NP_036010.2_4216,0.008848,0.4365,0.02027
lcl|NC_000001.11_cds_NP_001269789.1_7430,lcl|NC_000069.6_cds_XP_017175286.1_12433,0.1464,0.4945,0.2961
lcl|NC_000001.11_cds_NP_001271281.1_5551,lcl|NC_000069.6_cds_XP_017175049.1_13557,0.04884,0.4581,0.1066
lcl|NC_000001.11_cds_NP_001273053.1_10262,lcl|NC_000067.6_cds_XP_006497202.1_4504,0.02787,0.584,0.04773
lcl|NC_000001.11_cds_NP_001273055.1_10265,lcl|NC_000067.6_cds_XP_006497204.1_4501,0.02727,0.5903,0.0462
lcl|NC_000001.11_cds_NP_001273176.1_8777,lcl|NC_000067.6_cds_NP_001153439.1_3569,0.01319,0.5455,0.02418
lcl|NC_000001.11_cds_NP_001273294.1_2724,lcl|NC_000070.6_cds_XP_006503175.1_17446,0.07096,0.4037,0.1758
lcl|NC_000001.11_cds_NP_001273295.1_2722,lcl|NC_000070.6_cds_XP_006503173.1_17447,0.06655,0.4,0.1664
lcl|NC_000001.11_cds_NP_001274439.1_3140,lcl|NC_000070.6_cds_XP_017175397.1_17210,0.0784,0.3835,0.2044
lcl|NC_000001.11_cds_NP_001274748.1_9173,lcl|NC_000067.6_cds_XP_006529629.1_3299,0.01239,0.4524,0.02739
lcl|NC_000001.11_cds_NP_001274749.1_9172,lcl|NC_000067.6_cds_XP_011246300.1_3300,0.01325,0.4354,0.03043
lcl|NC_000001.11_cds_NP_001275512.1_479,lcl|NC_000070.6_cds_XP_017175868.1_18984,0.1202,0.5729,0.2098
lcl|NC_000001.11_cds_NP_001275750.1_5427,lcl|NC_000069.6_cds_NP_694797.1_13637,0.005226,0.456,0.01146
lcl|NC_000001.11_cds_NP_001276.2_4971,lcl|NC_000069.6_cds_NP_059502.1_14221,0.1538,0.682,0.2256
lcl|NC_000001.11_cds_NP_001276792.1_664,lcl|NT_187025.1_cds_NP_001276806.1_78264,0.2185,0.7012,0.3116
lcl|NC_000001.11_cds_NP_001276903.1_1652,lcl|NC_000070.6_cds_NP_001230191.1_18146,0.1292,0.6696,0.1929
lcl|NC_000001.11_cds_NP_001277.1_934,lcl|NT_166299.2_cds_NP_036059.1_78169,0.01623,0.4269,0.03803
lcl|NC_000001.11_cds_NP_001277193.1_268,lcl|NC_000070.6_cds_XP_006539016.1_19126,0.07812,0.789,0.09901
lcl|NC_000001.11_cds_NP_001278036.1_6834,lcl|NC_000069.6_cds_NP_766022.1_12851,0.002118,0.2341,0.009047
lcl|NC_000001.11_cds_NP_001278092.1_10487,lcl|NC_000067.6_cds_NP_034275.1_4401,0.08932,0.5072,0.1761
lcl|NC_000001.11_cds_NP_001278212.1_11293,lcl|NC_000077.6_cds_XP_006534216.1_47464,0.4743,1.064,0.4456
lcl|NC_000001.11_cds_NP_001280124.1_3493,lcl|NC_000070.6_cds_NP_573513.2_16968,0.1363,0.4674,0.2917
lcl|NC_000001.11_cds_NP_001281277.1_3826,lcl|NC_000070.6_cds_NP_001156871.1_16764,0.001221,0.2606,0.004687
lcl|NC_000001.11_cds_NP_001284363.1_2835,lcl|NC_000070.6_cds_XP_006502868.1_17359,0.06952,0.4431,0.1569
